,Job Title,Job ID,Company Name,Job Tags,Job Loc,Ecoscore,Company name,Company infos,verified,checklist,job,lightbulb,company,Équipe dirigeante,Diversité et inclusion,Rémunération et avantages,Équilibre travail/vie privée,Culture et valeurs,Opportunités de carrière,4 étoiles,3 étoiles,5 étoiles,2 étoiles,1 étoile
0,DATA TECH LEAD,3795100435,Tata Consultancy Services,"[('job', 'Sur site Temps plein Confirmé'), ('company', '+ de 10 000 employés · Services et conseil en informatique'), ('checklist', 'Compétences : Python (langage de programmation), Scala et 1 en plus'), ('verified', 'Consultez les vérifications liées à cette offre d’emploi.\nConsultez les vérifications liées à cette offre d’emploi.\nTout afficher'), ('lightbulb', 'Découvrez comment vous vous positionnez par rapport à 21 candidats. Essai Premium pour 0 EUR')]","{'Ville': 'Ville de Paris', 'Région': 'Île-de-France', 'Pays': 'France'}",0,Tata Consultancy Services,"['www.tcs.com/', 'Mumbai, Inde', 'Plus de 10 000 employés', '39 lieux', 'Type : Entreprise cotée en bourse (TCSN)', 'Fondée en 1968', 'Revenu : Plus de 10 milliards de dollars US', 'Développement de logiciels']","Consultez les vérifications liées à cette offre d’emploi.
Consultez les vérifications liées à cette offre d’emploi.
Tout afficher","Compétences : Python (langage de programmation), Scala et 1 en plus",Sur site Temps plein Confirmé,Découvrez comment vous vous positionnez par rapport à 21 candidats. Essai Premium pour 0 EUR,+ de 10 000 employés · Services et conseil en informatique,"3,3","4,0","3,1","3,8","3,9","3,7",38 %,23 %,31 %,5 %,3 %
